Id,Nombre,Localidad,Ano,NoFamilias,NoPersonas,Ano_1,ExistenDesplazados,PorcentajeDesplazamiento,Fecha,Alcantarillado,Electricidad,Colegio,CAI,Gas,HospitalPublico,Transporte,IntervencionTecho,Coordenada,poligono,poligono_geojson
72,ACAPULCO,Ciudad Bolivar,1994,1000,,1994,Si,Menos del 50%,2015-12-10T14:43:08.200Z,Si,Si,No,No,Si,No,Si,Si,POINT (-74.1347675 4.53787305555556),"POLYGON((-74.1359514 4.5394259,-74.1358012 4.5393831,-74.1356403 4.5392387,-74.1354632 4.5390302,-74.1353291 4.5389714,-74.1350931 4.5389553,-74.1349 4.5389553,-74.1347605 4.5388698,-74.134621 4.5387682,-74.1344172 4.5385756,-74.1341007 4.5383724,-74.1338807 4.5382174,-74.1337788 4.5382815,-74.1336983 4.5381532,-74.133634 4.5379339,-74.1335911 4.5377093,-74.1335481 4.5374901,-74.1336393 4.5372494,-74.1336769 4.5369821,-74.1337895 4.5367414,-74.1337949 4.5366131,-74.1338593 4.5364313,-74.1346747 4.5367361,-74.1347498 4.5368698,-74.1347444 4.5370248,-74.135077 4.5371478,-74.1351467 4.5370569,-74.1352755 4.5369607,-74.1354311 4.5369607,-74.1355598 4.5370462,-74.13571 4.5373671,-74.1356134 4.5375596,-74.1357154 4.5376826,-74.1356403 4.5378377,-74.1354096 4.5379874,-74.1354203 4.5382976,-74.1356456 4.5383083,-74.1355813 4.5385703,-74.1363484 4.5390783,-74.1362411 4.5393297,-74.1360909 4.5393938,-74.1359514 4.5394259))","{""type"":""Polygon"",""coordinates"":[[[-74.1359514,4.5394259],[-74.1358012,4.5393831],[-74.1356403,4.5392387],[-74.1354632,4.5390302],[-74.1353291,4.5389714],[-74.1350931,4.5389553],[-74.1349,4.5389553],[-74.1347605,4.5388698],[-74.134621,4.5387682],[-74.1344172,4.5385756],[-74.1341007,4.5383724],[-74.1338807,4.5382174],[-74.1337788,4.5382815],[-74.1336983,4.5381532],[-74.133634,4.5379339],[-74.1335911,4.5377093],[-74.1335481,4.5374901],[-74.1336393,4.5372494],[-74.1336769,4.5369821],[-74.1337895,4.5367414],[-74.1337949,4.5366131],[-74.1338593,4.5364313],[-74.1346747,4.5367361],[-74.1347498,4.5368698],[-74.1347444,4.5370248],[-74.135077,4.5371478],[-74.1351467,4.5370569],[-74.1352755,4.5369607],[-74.1354311,4.5369607],[-74.1355598,4.5370462],[-74.13571,4.5373671],[-74.1356134,4.5375596],[-74.1357154,4.5376826],[-74.1356403,4.5378377],[-74.1354096,4.5379874],[-74.1354203,4.5382976],[-74.1356456,4.5383083],[-74.1355813,4.5385703],[-74.1363484,4.5390783],[-74.1362411,4.5393297],[-74.1360909,4.5393938],[-74.1359514,4.5394259]]]}"
73,Arabia,Ciudad Bolivar,1965,500,2500,1965,Si,Menos del 50%,2015-12-10T15:05:49.123Z,Si,Si,Si,No,Si,No,Si,No,POINT (-74.1469072222222 4.53206027777778),"POLYGON((-74.1486919 4.5331531,-74.1484773 4.5330943,-74.148075 4.5329713,-74.147839 4.5328216,-74.1475868 4.532704,-74.1471094 4.5328323,-74.1466802 4.5328323,-74.14653 4.532581,-74.1451192 4.532597,-74.1451353 4.5321799,-74.1451353 4.5318376,-74.1451567 4.5316077,-74.1448724 4.5317039,-74.144851 4.5314793,-74.1452426 4.5313724,-74.1458166 4.5312868,-74.1465998 4.5312494,-74.1466212 4.5315061,-74.1468626 4.5315221,-74.1471094 4.5316077,-74.147619 4.5316826,-74.1479945 4.531613,-74.1479999 4.5314472,-74.1483512 4.5311665,-74.1487576 4.5307507,-74.1489065 4.5306986,-74.1487616 4.5309072,-74.1486221 4.5311638,-74.1485417 4.5314472,-74.1484719 4.5319071,-74.1484625 4.5321759,-74.1485202 4.5326077,-74.1485792 4.5328216,-74.1486919 4.5331531))","{""type"":""Polygon"",""coordinates"":[[[-74.1486919,4.5331531],[-74.1484773,4.5330943],[-74.148075,4.5329713],[-74.147839,4.5328216],[-74.1475868,4.532704],[-74.1471094,4.5328323],[-74.1466802,4.5328323],[-74.14653,4.532581],[-74.1451192,4.532597],[-74.1451353,4.5321799],[-74.1451353,4.5318376],[-74.1451567,4.5316077],[-74.1448724,4.5317039],[-74.144851,4.5314793],[-74.1452426,4.5313724],[-74.1458166,4.5312868],[-74.1465998,4.5312494],[-74.1466212,4.5315061],[-74.1468626,4.5315221],[-74.1471094,4.5316077],[-74.147619,4.5316826],[-74.1479945,4.531613],[-74.1479999,4.5314472],[-74.1483512,4.5311665],[-74.1487576,4.5307507],[-74.1489065,4.5306986],[-74.1487616,4.5309072],[-74.1486221,4.5311638],[-74.1485417,4.5314472],[-74.1484719,4.5319071],[-74.1484625,4.5321759],[-74.1485202,4.5326077],[-74.1485792,4.5328216],[-74.1486919,4.5331531]]]}"
74,BARRANQUITOS,Ciudad Bolivar,1970,260,750,1970,Si,Menos del 50%,2015-12-10T14:45:26.530Z,No,Si,No,Si,Si,No,Si,Si,POINT (-74.1459736111111 4.50875166666667),"POLYGON((-74.1467849 4.5094815,-74.146648 4.5094735,-74.1466588 4.5090563,-74.1461277 4.5091365,-74.146117 4.5092007,-74.1458112 4.5092568,-74.1457388 4.508952,-74.1454169 4.5089895,-74.1447383 4.5091633,-74.1447222 4.5091071,-74.1446552 4.5085509,-74.1449528 4.5085082,-74.146581 4.5082755,-74.1470611 4.5082167,-74.1470075 4.5085269,-74.1469753 4.5088638,-74.1467849 4.5094815))","{""type"":""Polygon"",""coordinates"":[[[-74.1467849,4.5094815],[-74.146648,4.5094735],[-74.1466588,4.5090563],[-74.1461277,4.5091365],[-74.146117,4.5092007],[-74.1458112,4.5092568],[-74.1457388,4.508952],[-74.1454169,4.5089895],[-74.1447383,4.5091633],[-74.1447222,4.5091071],[-74.1446552,4.5085509],[-74.1449528,4.5085082],[-74.146581,4.5082755],[-74.1470611,4.5082167],[-74.1470075,4.5085269],[-74.1469753,4.5088638],[-74.1467849,4.5094815]]]}"
75,BUENOS AIRES,Ciudad Bolivar,1964,600,1000,1964,No,Más del 50%,2015-12-10T15:08:00.873Z,Si,Si,Si,No,Si,No,No,No,POINT (-74.1412269444445 4.53758277777778),"POLYGON((-74.1411549 4.537704,-74.1409135 4.5376719,-74.1406936 4.5376078,-74.1405273 4.5375489,-74.1400429 4.5374766,-74.1402107 4.5370837,-74.1408652 4.5371478,-74.141745 4.5372708,-74.1417557 4.5374045,-74.1423994 4.5377628,-74.1423565 4.5379607,-74.1422814 4.5380355,-74.1422063 4.5380783,-74.1420507 4.5379767,-74.1418899 4.5378911,-74.1417718 4.5378109,-74.1415733 4.5377842,-74.1411549 4.537704))","{""type"":""Polygon"",""coordinates"":[[[-74.1411549,4.537704],[-74.1409135,4.5376719],[-74.1406936,4.5376078],[-74.1405273,4.5375489],[-74.1400429,4.5374766],[-74.1402107,4.5370837],[-74.1408652,4.5371478],[-74.141745,4.5372708],[-74.1417557,4.5374045],[-74.1423994,4.5377628],[-74.1423565,4.5379607],[-74.1422814,4.5380355],[-74.1422063,4.5380783],[-74.1420507,4.5379767],[-74.1418899,4.5378911],[-74.1417718,4.5378109],[-74.1415733,4.5377842],[-74.1411549,4.537704]]]}"
76,Cedritos Sector 1,Ciudad Bolivar,2009,48,288,2009,Si,Más del 50%,2015-12-10T15:10:25.293Z,Si,No,Si,Si,Si,No,Si,No,POINT (-74.1444647222222 4.54037638888889),"POLYGON((-74.1446096 4.540442,-74.1443843 4.540474,-74.1441804 4.5405008,-74.144116 4.5399607,-74.1442394 4.5399232,-74.1444486 4.5398911,-74.144619 4.539875,-74.1446096 4.540442))","{""type"":""Polygon"",""coordinates"":[[[-74.1446096,4.540442],[-74.1443843,4.540474],[-74.1441804,4.5405008],[-74.144116,4.5399607],[-74.1442394,4.5399232],[-74.1444486,4.5398911],[-74.144619,4.539875],[-74.1446096,4.540442]]]}"
77,DIVINO NIÑO,Ciudad Bolivar,1993,900,13000,1993,Si,Más del 50%,2015-12-10T14:48:24.186Z,Si,Si,Si,No,Si,No,Si,SI,POINT (-74.1376475 4.53737),"POLYGON((-74.098519 4.486459,-74.0984326 4.486793,-74.098363 4.4873331,-74.0977514 4.4875043,-74.0969789 4.4877771,-74.0966033 4.487884,-74.0961689 4.4879856,-74.0959382 4.4879749,-74.096024 4.487654,-74.0960884 4.4874,-74.0962386 4.4872034,-74.0962922 4.4868164,-74.0962493 4.4866282,-74.0961313 4.4863951,-74.0961045 4.4862261,-74.0961205 4.486055,-74.0961796 4.48567,-74.0966731 4.4855094,-74.0970594 4.4853598,-74.0972953 4.4851406,-74.0975529 4.4849747,-74.0978104 4.4849159,-74.0978962 4.4848998,-74.0980625 4.4849052,-74.098379 4.4850015,-74.0985399 4.484948,-74.0986258 4.4848197,-74.0987331 4.4846967,-74.0996986 4.4850443,-74.1003585 4.4853117,-74.1000634 4.4856753,-74.0998918 4.4859267,-74.0997255 4.4859534,-74.0993017 4.4859962,-74.0986687 4.4863439,-74.098519 4.486459))","{""type"":""Polygon"",""coordinates"":[[[-74.098519,4.486459],[-74.0984326,4.486793],[-74.098363,4.4873331],[-74.0977514,4.4875043],[-74.0969789,4.4877771],[-74.0966033,4.487884],[-74.0961689,4.4879856],[-74.0959382,4.4879749],[-74.096024,4.487654],[-74.0960884,4.4874],[-74.0962386,4.4872034],[-74.0962922,4.4868164],[-74.0962493,4.4866282],[-74.0961313,4.4863951],[-74.0961045,4.4862261],[-74.0961205,4.486055],[-74.0961796,4.48567],[-74.0966731,4.4855094],[-74.0970594,4.4853598],[-74.0972953,4.4851406],[-74.0975529,4.4849747],[-74.0978104,4.4849159],[-74.0978962,4.4848998],[-74.0980625,4.4849052],[-74.098379,4.4850015],[-74.0985399,4.484948],[-74.0986258,4.4848197],[-74.0987331,4.4846967],[-74.0996986,4.4850443],[-74.1003585,4.4853117],[-74.1000634,4.4856753],[-74.0998918,4.4859267],[-74.0997255,4.4859534],[-74.0993017,4.4859962],[-74.0986687,4.4863439],[-74.098519,4.486459]]]}"
78,Finca Las Mercedes,Ciudad Bolivar,1977,8,27,1977,No,Más del 50%,2015-12-10T15:10:44.483Z,No,Si,Si,No,No,No,Si,No,POINT (-74.1436166666667 4.54096444444445),"POLYGON((-74.1437674 4.5403698,-74.1437607 4.5407107,-74.1437674 4.5408484,-74.1438344 4.5410783,-74.14388 4.5412441,-74.1439041 4.5416826,-74.1434401 4.5417387,-74.1434294 4.5416559,-74.1433999 4.5415623,-74.1433302 4.5415436,-74.1432819 4.5415462,-74.1433355 4.5413831,-74.1433918 4.5412387,-74.143357 4.5408484,-74.1431504 4.5408403,-74.1430673 4.540335,-74.143239 4.5403109,-74.1436078 4.5402735,-74.1437244 4.5403163,-74.1437674 4.5403698))","{""type"":""Polygon"",""coordinates"":[[[-74.1437674,4.5403698],[-74.1437607,4.5407107],[-74.1437674,4.5408484],[-74.1438344,4.5410783],[-74.14388,4.5412441],[-74.1439041,4.5416826],[-74.1434401,4.5417387],[-74.1434294,4.5416559],[-74.1433999,4.5415623],[-74.1433302,4.5415436],[-74.1432819,4.5415462],[-74.1433355,4.5413831],[-74.1433918,4.5412387],[-74.143357,4.5408484],[-74.1431504,4.5408403],[-74.1430673,4.540335],[-74.143239,4.5403109],[-74.1436078,4.5402735],[-74.1437244,4.5403163],[-74.1437674,4.5403698]]]}"
79,LA ESMERALDA,Ciudad Bolivar,1980,110,600,1980,Si,Más del 50%,2015-12-10T14:51:01.530Z,No,Si,Si,No,Si,Si,Si,No,POINT (-74.1452836111111 4.50731888888889),"POLYGON((-74.1458756 4.5060722,-74.147204 4.5062186,-74.1474058 4.5062687,-74.1474876 4.5063797,-74.1472435 4.506591,-74.1472113 4.5071204,-74.1471416 4.5071658,-74.1469645 4.5076493,-74.1469619 4.5078108,-74.1470128 4.508222,-74.1446203 4.5085536,-74.1442341 4.5086285,-74.1441027 4.5081044,-74.1439337 4.5081151,-74.1435367 4.50819,-74.1430968 4.5082381,-74.143188 4.5068797,-74.1454947 4.5061097,-74.1458756 4.5060722))","{""type"":""Polygon"",""coordinates"":[[[-74.1458756,4.5060722],[-74.147204,4.5062186],[-74.1474058,4.5062687],[-74.1474876,4.5063797],[-74.1472435,4.506591],[-74.1472113,4.5071204],[-74.1471416,4.5071658],[-74.1469645,4.5076493],[-74.1469619,4.5078108],[-74.1470128,4.508222],[-74.1446203,4.5085536],[-74.1442341,4.5086285],[-74.1441027,4.5081044],[-74.1439337,4.5081151],[-74.1435367,4.50819],[-74.1430968,4.5082381],[-74.143188,4.5068797],[-74.1454947,4.5061097],[-74.1458756,4.5060722]]]}"
80,LAGUNITAS,Ciudad Bolivar,1978,288,1500,1978,No,Más del 50%,2015-12-10T14:51:50.450Z,Si,Si,Si,No,Si,No,Si,Si,POINT (-74.1486811111111 4.50729083333333),"POLYGON((-74.1491264 4.508436,-74.1488904 4.5081258,-74.1487885 4.5080135,-74.1484344 4.507698,-74.1482681 4.5075375,-74.1481769 4.507452,-74.1479462 4.5073076,-74.1475332 4.5071899,-74.1472113 4.5071204,-74.147222 4.5070402,-74.1472435 4.5069172,-74.1472435 4.5067728,-74.1472435 4.506591,-74.1476458 4.5064305,-74.1480482 4.5065749,-74.1483271 4.5066551,-74.1487187 4.5067193,-74.1488636 4.5068102,-74.1489494 4.5067247,-74.149577 4.507222,-74.1497272 4.507083,-74.1501671 4.5073397,-74.1491264 4.508436))","{""type"":""Polygon"",""coordinates"":[[[-74.1491264,4.508436],[-74.1488904,4.5081258],[-74.1487885,4.5080135],[-74.1484344,4.507698],[-74.1482681,4.5075375],[-74.1481769,4.507452],[-74.1479462,4.5073076],[-74.1475332,4.5071899],[-74.1472113,4.5071204],[-74.147222,4.5070402],[-74.1472435,4.5069172],[-74.1472435,4.5067728],[-74.1472435,4.506591],[-74.1476458,4.5064305],[-74.1480482,4.5065749],[-74.1483271,4.5066551],[-74.1487187,4.5067193],[-74.1488636,4.5068102],[-74.1489494,4.5067247],[-74.149577,4.507222],[-74.1497272,4.507083],[-74.1501671,4.5073397],[-74.1491264,4.508436]]]}"
81,MONTERREY,Ciudad Bolivar,1995,440,2200,1995,Si,Menos del 50%,2015-12-10T14:57:58.466Z,Si,Si,No,No,Si,No,Si,Si,POINT (-74.1347038888889 4.53908638888889),"POLYGON((-74.1337895 4.5402601,-74.133414 4.5397575,-74.1332209 4.5395543,-74.1329473 4.5393029,-74.133414 4.5384206,-74.133119 4.5379821,-74.1332048 4.5378858,-74.1330439 4.5375649,-74.1332209 4.5374901,-74.1333979 4.5378056,-74.1336876 4.5382334,-74.1337842 4.5383564,-74.1338807 4.5382174,-74.1344172 4.5385756,-74.1345942 4.5388109,-74.1347551 4.5389446,-74.1348839 4.5390088,-74.1350234 4.5390355,-74.1352057 4.5390355,-74.1353399 4.5390676,-74.1354203 4.5391051,-74.1354793 4.5392013,-74.1354954 4.5392655,-74.1354954 4.5393297,-74.1354579 4.5394259,-74.1353238 4.539581,-74.1349751 4.5399714,-74.1349053 4.5400355,-74.134782 4.5400676,-74.1346371 4.5401157,-74.1344869 4.5401639,-74.1342348 4.5401853,-74.1340095 4.5402013,-74.1337895 4.5402601))","{""type"":""Polygon"",""coordinates"":[[[-74.1337895,4.5402601],[-74.133414,4.5397575],[-74.1332209,4.5395543],[-74.1329473,4.5393029],[-74.133414,4.5384206],[-74.133119,4.5379821],[-74.1332048,4.5378858],[-74.1330439,4.5375649],[-74.1332209,4.5374901],[-74.1333979,4.5378056],[-74.1336876,4.5382334],[-74.1337842,4.5383564],[-74.1338807,4.5382174],[-74.1344172,4.5385756],[-74.1345942,4.5388109],[-74.1347551,4.5389446],[-74.1348839,4.5390088],[-74.1350234,4.5390355],[-74.1352057,4.5390355],[-74.1353399,4.5390676],[-74.1354203,4.5391051],[-74.1354793,4.5392013],[-74.1354954,4.5392655],[-74.1354954,4.5393297],[-74.1354579,4.5394259],[-74.1353238,4.539581],[-74.1349751,4.5399714],[-74.1349053,4.5400355],[-74.134782,4.5400676],[-74.1346371,4.5401157],[-74.1344869,4.5401639],[-74.1342348,4.5401853],[-74.1340095,4.5402013],[-74.1337895,4.5402601]]]}"
82,Naciones Unidas,Ciudad Bolivar,1969,350,650,1969,Si,Menos del 50%,2015-12-10T15:17:10.826Z,Si,Si,Si,No,Si,No,Si,Si,POINT (-74.1505875 4.53992722222222),"POLYGON((-74.1514117 4.5411158,-74.1516155 4.5417842,-74.1517711 4.5422868,-74.1508913 4.5424045,-74.1505372 4.5424152,-74.1504407 4.542458,-74.1503548 4.5426612,-74.150033 4.5427361,-74.149974 4.5425596,-74.1499793 4.5423511,-74.149615 4.542001,-74.1494939 4.5417976,-74.1493946 4.5416077,-74.1493142 4.5413671,-74.149191 4.541151,-74.1498613 4.5409714,-74.1498699 4.5404901,-74.1498345 4.5399285,-74.1497931 4.5397197,-74.1497487 4.5395222,-74.1498204 4.539401,-74.1499613 4.5393538,-74.1498774 4.5388805,-74.1496789 4.538843,-74.149767 4.538498,-74.1495867 4.5379627,-74.14961 4.537896,-74.1494912 4.5376184,-74.1496629 4.5374807,-74.1500008 4.5373483,-74.1505158 4.5371478,-74.1510684 4.5370035,-74.1511166 4.5372387,-74.1513205 4.5381692,-74.1516316 4.53895,-74.1517818 4.539966,-74.1514331 4.5401265,-74.151131 4.5402187,-74.15124 4.5405702,-74.1514117 4.5411158))","{""type"":""Polygon"",""coordinates"":[[[-74.1514117,4.5411158],[-74.1516155,4.5417842],[-74.1517711,4.5422868],[-74.1508913,4.5424045],[-74.1505372,4.5424152],[-74.1504407,4.542458],[-74.1503548,4.5426612],[-74.150033,4.5427361],[-74.149974,4.5425596],[-74.1499793,4.5423511],[-74.149615,4.542001],[-74.1494939,4.5417976],[-74.1493946,4.5416077],[-74.1493142,4.5413671],[-74.149191,4.541151],[-74.1498613,4.5409714],[-74.1498699,4.5404901],[-74.1498345,4.5399285],[-74.1497931,4.5397197],[-74.1497487,4.5395222],[-74.1498204,4.539401],[-74.1499613,4.5393538],[-74.1498774,4.5388805],[-74.1496789,4.538843],[-74.149767,4.538498],[-74.1495867,4.5379627],[-74.14961,4.537896],[-74.1494912,4.5376184],[-74.1496629,4.5374807],[-74.1500008,4.5373483],[-74.1505158,4.5371478],[-74.1510684,4.5370035],[-74.1511166,4.5372387],[-74.1513205,4.5381692],[-74.1516316,4.53895],[-74.1517818,4.539966],[-74.1514331,4.5401265],[-74.151131,4.5402187],[-74.15124,4.5405702],[-74.1514117,4.5411158]]]}"
83,PATICOS,Ciudad Bolivar,1986,850,3200,1986,Si,Menos del 50%,2015-12-10T15:18:13.716Z,No,Si,No,No,Si,No,Si,Si,POINT (-74.1479522222222 4.50915527777778),"POLYGON((-74.1492015 4.5096339,-74.1492096 4.5099628,-74.1491774 4.5107997,-74.1480508 4.5104253,-74.1467687 4.5102542,-74.1465515 4.510428,-74.1463798 4.510412,-74.1463101 4.5103772,-74.1461867 4.510305,-74.1459373 4.5101446,-74.1460258 4.5099761,-74.1463691 4.5100938,-74.1465381 4.5097355,-74.146412 4.5097355,-74.1464496 4.5095296,-74.1466159 4.5095296,-74.146758 4.5095509,-74.1468814 4.5095269,-74.1469994 4.5091138,-74.1471657 4.5086024,-74.1471845 4.5082932,-74.1472341 4.5077953,-74.1469619 4.5078108,-74.1469645 4.5076493,-74.1471416 4.5071658,-74.1480106 4.5074394,-74.1488314 4.5081418,-74.1492203 4.5086258,-74.1492565 4.5092314,-74.1492015 4.5096339))","{""type"":""Polygon"",""coordinates"":[[[-74.1492015,4.5096339],[-74.1492096,4.5099628],[-74.1491774,4.5107997],[-74.1480508,4.5104253],[-74.1467687,4.5102542],[-74.1465515,4.510428],[-74.1463798,4.510412],[-74.1463101,4.5103772],[-74.1461867,4.510305],[-74.1459373,4.5101446],[-74.1460258,4.5099761],[-74.1463691,4.5100938],[-74.1465381,4.5097355],[-74.146412,4.5097355],[-74.1464496,4.5095296],[-74.1466159,4.5095296],[-74.146758,4.5095509],[-74.1468814,4.5095269],[-74.1469994,4.5091138],[-74.1471657,4.5086024],[-74.1471845,4.5082932],[-74.1472341,4.5077953],[-74.1469619,4.5078108],[-74.1469645,4.5076493],[-74.1471416,4.5071658],[-74.1480106,4.5074394],[-74.1488314,4.5081418],[-74.1492203,4.5086258],[-74.1492565,4.5092314],[-74.1492015,4.5096339]]]}"
84,Quebrada del Infierno (Cerros del Sur),Ciudad Bolivar,1992,11,50,1992,Si,Más del 50%,2015-12-10T15:39:34.403Z,Si,No,Si,Si,No,Si,Si,No,POINT (-74.1408069444445 4.53786444444445),"POLYGON((-74.1406667 4.537597,-74.1409135 4.5376719,-74.1410102 4.5378056,-74.1409753 4.5379286,-74.1408545 4.5379285,-74.1407688 4.5378966,-74.1406132 4.5378698,-74.1403798 4.5377602,-74.1402087 4.5377414,-74.1400185 4.5376357,-74.1400429 4.5374766,-74.1405273 4.5375489,-74.1406667 4.537597))","{""type"":""Polygon"",""coordinates"":[[[-74.1406667,4.537597],[-74.1409135,4.5376719],[-74.1410102,4.5378056],[-74.1409753,4.5379286],[-74.1408545,4.5379285],[-74.1407688,4.5378966],[-74.1406132,4.5378698],[-74.1403798,4.5377602],[-74.1402087,4.5377414],[-74.1400185,4.5376357],[-74.1400429,4.5374766],[-74.1405273,4.5375489],[-74.1406667,4.537597]]]}"
85,el Recuerdo,Ciudad Bolivar,1985,1800,3000,1985,Si,Más del 50%,2015-12-10T15:20:44.030Z,No,No,Si,No,No,No,Si,Si,POINT (-74.1539597222222 4.53416833333333),"POLYGON((-74.1548288 4.5319767,-74.1547322 4.5323991,-74.1546893 4.532827,-74.1546518 4.5331639,-74.1550219 4.533228,-74.1562557 4.533843,-74.1562182 4.5340836,-74.1561538 4.5342013,-74.1561377 4.5343136,-74.1562021 4.5345542,-74.1562825 4.5348644,-74.1562879 4.5351157,-74.1562772 4.5353189,-74.1562182 4.5356879,-74.1560572 4.536228,-74.1552848 4.5363403,-74.1546303 4.5363457,-74.1539168 4.5365168,-74.153654 4.5364419,-74.153426 4.5363483,-74.153312 4.5361465,-74.1532624 4.5359713,-74.1531873 4.5358109,-74.1531283 4.5356452,-74.1525006 4.5356452,-74.1524416 4.5354259,-74.1523236 4.5351318,-74.1516101 4.5354152,-74.1514331 4.5353885,-74.1513205 4.5349981,-74.151637 4.5347521,-74.151873 4.5345328,-74.1519159 4.5342441,-74.1519266 4.5340034,-74.1519803 4.5338483,-74.1521681 4.5336559,-74.1523719 4.5334686,-74.1523075 4.5330088,-74.1523182 4.5326665,-74.1523451 4.5323671,-74.1523665 4.5321158,-74.1524201 4.5318857,-74.1525436 4.531597,-74.1525918 4.5312227,-74.1535681 4.5315007,-74.1541743 4.531736,-74.1548288 4.5319767))","{""type"":""Polygon"",""coordinates"":[[[-74.1548288,4.5319767],[-74.1547322,4.5323991],[-74.1546893,4.532827],[-74.1546518,4.5331639],[-74.1550219,4.533228],[-74.1562557,4.533843],[-74.1562182,4.5340836],[-74.1561538,4.5342013],[-74.1561377,4.5343136],[-74.1562021,4.5345542],[-74.1562825,4.5348644],[-74.1562879,4.5351157],[-74.1562772,4.5353189],[-74.1562182,4.5356879],[-74.1560572,4.536228],[-74.1552848,4.5363403],[-74.1546303,4.5363457],[-74.1539168,4.5365168],[-74.153654,4.5364419],[-74.153426,4.5363483],[-74.153312,4.5361465],[-74.1532624,4.5359713],[-74.1531873,4.5358109],[-74.1531283,4.5356452],[-74.1525006,4.5356452],[-74.1524416,4.5354259],[-74.1523236,4.5351318],[-74.1516101,4.5354152],[-74.1514331,4.5353885],[-74.1513205,4.5349981],[-74.151637,4.5347521],[-74.151873,4.5345328],[-74.1519159,4.5342441],[-74.1519266,4.5340034],[-74.1519803,4.5338483],[-74.1521681,4.5336559],[-74.1523719,4.5334686],[-74.1523075,4.5330088],[-74.1523182,4.5326665],[-74.1523451,4.5323671],[-74.1523665,4.5321158],[-74.1524201,4.5318857],[-74.1525436,4.531597],[-74.1525918,4.5312227],[-74.1535681,4.5315007],[-74.1541743,4.531736],[-74.1548288,4.5319767]]]}"
86,República de Canadá,Ciudad Bolivar,1963,480,2400,1963,Si,Más del 50%,2015-12-10T15:21:58.246Z,Si,Si,No,No,Si,No,No,Si,POINT (-74.150595 4.53251916666667),"POLYGON((-74.1504192 4.535458,-74.1502073 4.5347133,-74.1502529 4.5345569,-74.1496575 4.5348323,-74.1495341 4.5346612,-74.1493678 4.5341425,-74.1491908 4.5341959,-74.1490245 4.5336826,-74.1488421 4.5334205,-74.1486919 4.5331531,-74.1485202 4.5326077,-74.1484612 4.5322334,-74.1484719 4.5319071,-74.1485041 4.5316772,-74.1485417 4.5314472,-74.1486221 4.5311638,-74.1487616 4.5309072,-74.1489065 4.5306986,-74.1494405 4.5307336,-74.1501246 4.5305974,-74.1504952 4.530432,-74.1507321 4.5303259,-74.1508518 4.5302954,-74.1510161 4.5303413,-74.1512373 4.5303477,-74.1514975 4.5302962,-74.1515994 4.5301718,-74.1518998 4.5300622,-74.1521895 4.5301371,-74.1522432 4.5303617,-74.1522539 4.530629,-74.1526561 4.5307841,-74.1525918 4.5312227,-74.1525436 4.531597,-74.1524041 4.5319285,-74.1523665 4.5321158,-74.1523451 4.5322334,-74.1523182 4.5326665,-74.1523075 4.5330088,-74.1523719 4.5334686,-74.1519803 4.5338483,-74.1519266 4.5340034,-74.1519159 4.5342441,-74.151873 4.5345328,-74.1513205 4.5349981,-74.1504192 4.535458))","{""type"":""Polygon"",""coordinates"":[[[-74.1504192,4.535458],[-74.1502073,4.5347133],[-74.1502529,4.5345569],[-74.1496575,4.5348323],[-74.1495341,4.5346612],[-74.1493678,4.5341425],[-74.1491908,4.5341959],[-74.1490245,4.5336826],[-74.1488421,4.5334205],[-74.1486919,4.5331531],[-74.1485202,4.5326077],[-74.1484612,4.5322334],[-74.1484719,4.5319071],[-74.1485041,4.5316772],[-74.1485417,4.5314472],[-74.1486221,4.5311638],[-74.1487616,4.5309072],[-74.1489065,4.5306986],[-74.1494405,4.5307336],[-74.1501246,4.5305974],[-74.1504952,4.530432],[-74.1507321,4.5303259],[-74.1508518,4.5302954],[-74.1510161,4.5303413],[-74.1512373,4.5303477],[-74.1514975,4.5302962],[-74.1515994,4.5301718],[-74.1518998,4.5300622],[-74.1521895,4.5301371],[-74.1522432,4.5303617],[-74.1522539,4.530629],[-74.1526561,4.5307841],[-74.1525918,4.5312227],[-74.1525436,4.531597],[-74.1524041,4.5319285],[-74.1523665,4.5321158],[-74.1523451,4.5322334],[-74.1523182,4.5326665],[-74.1523075,4.5330088],[-74.1523719,4.5334686],[-74.1519803,4.5338483],[-74.1519266,4.5340034],[-74.1519159,4.5342441],[-74.151873,4.5345328],[-74.1513205,4.5349981],[-74.1504192,4.535458]]]}"
